Id,Unvan,Ogrenim,HizmetYılı,GostergePuan,EkGostergePuan,YanOdemePuan,OzelHizmetPuan,Derece,DengeOran,DengeDerece
486,Büro Personeli,Lise,4,645,,500,48,10-1,85,12
487,Büro Personeli,Lise,5,660,,500,48,10-2,85,12
517,Büro Personeli,Ön Lisans,0,600,,500,48,10-2,85,10
488,Büro Personeli,Lise,6,675,,500,48,10-3,85,12
518,Büro Personeli,Ön Lisans,1,610,,500,48,10-3,85,10
513,Büro Personeli,Lise,31,1500,2200,500,49,1-1,100,4
543,Büro Personeli,Ön Lisans,26,1320,2800,500,49,1-1,110,2
572,Büro Personeli,Lisans,24,1320,2800,500,49,1-1,110,2
483,Büro Personeli,Lise,1,610,,500,48,11-1,85,12
484,Büro Personeli,Lise,2,620,,500,48,11-2,85,12
485,Büro Personeli,Lise,3,630,,500,48,11-3,85,12
514,Büro Personeli,Lise,32,1500,2200,500,49,1-2,100,4
544,Büro Personeli,Ön Lisans,27,1380,2800,500,49,1-2,110,2
573,Büro Personeli,Lisans,25,1380,2800,500,49,1-2,110,2
482,Büro Personeli,Lise,0,600,,500,48,12-3,85,12
515,Büro Personeli,Lise,33,1500,2200,500,49,1-3,100,4
545,Büro Personeli,Ön Lisans,28,1440,2800,500,49,1-3,110,2
574,Büro Personeli,Lisans,26,1440,2800,500,49,1-3,110,2
516,Büro Personeli,Lise,34,1500,2200,500,49,1-4,100,4
546,Büro Personeli,Ön Lisans,29,1500,2800,500,49,1-4,110,2
547,Büro Personeli,Ön Lisans,30,1500,2800,500,49,1-4,110,2
575,Büro Personeli,Lisans,27,1500,2800,500,49,1-4,110,2
576,Büro Personeli,Lisans,28,1500,2800,500,49,1-4,110,2
577,Büro Personeli,Lisans,29,1500,2800,500,49,1-4,110,2
578,Büro Personeli,Lisans,30,1500,2800,500,49,1-4,110,2
579,Büro Personeli,Lisans,31,1500,2800,500,49,1-4,110,2
580,Büro Personeli,Lisans,32,1500,2800,500,49,1-4,110,2
581,Büro Personeli,Lisans,33,1500,2800,500,49,1-4,110,2
510,Büro Personeli,Lise,28,1440,1700,500,49,2-1,100,4
540,Büro Personeli,Ön Lisans,23,1155,2200,500,49,2-1,110,2
569,Büro Personeli,Lisans,21,1155,2200,500,49,2-1,100,4
511,Büro Personeli,Lise,29,1500,1700,500,49,2-2,100,4
541,Büro Personeli,Ön Lisans,24,1210,2200,500,49,2-2,110,2
570,Büro Personeli,Lisans,22,1210,2200,500,49,2-2,100,4
512,Büro Personeli,Lise,30,1500,1700,500,49,2-3,100,4
542,Büro Personeli,Ön Lisans,25,1265,2200,500,49,2-3,110,2
571,Büro Personeli,Lisans,23,1265,2200,500,49,2-3,110,2
507,Büro Personeli,Lise,25,1265,1400,500,49,3-1,100,4
537,Büro Personeli,Ön Lisans,20,1020,1700,500,49,3-1,100,4
566,Büro Personeli,Lisans,18,1020,1700,500,49,3-1,100,4
508,Büro Personeli,Lise,26,1320,1400,500,49,3-2,100,4
538,Büro Personeli,Ön Lisans,21,1065,1700,500,49,3-2,100,4
567,Büro Personeli,Lisans,19,1065,1700,500,49,3-2,100,4
509,Büro Personeli,Lise,27,1380,1400,500,49,3-3,100,4
539,Büro Personeli,Ön Lisans,22,1110,1700,500,49,3-3,100,4
568,Büro Personeli,Lisans,20,1110,1700,500,49,3-3,100,4
504,Büro Personeli,Lise,22,1110,1250,500,49,4-1,90,7
534,Büro Personeli,Ön Lisans,17,915,1400,500,49,4-1,100,4
563,Büro Personeli,Lisans,15,915,1400,500,49,4-1,90,7
505,Büro Personeli,Lise,23,1155,1250,500,49,4-2,90,7
535,Büro Personeli,Ön Lisans,18,950,1400,500,49,4-2,100,4
564,Büro Personeli,Lisans,16,950,1400,500,49,4-2,90,7
506,Büro Personeli,Lise,24,1210,1250,500,49,4-3,90,7
536,Büro Personeli,Ön Lisans,19,985,1400,500,49,4-3,100,4
565,Büro Personeli,Lisans,17,985,1400,500,49,4-3,100,4
501,Büro Personeli,Lise,19,985,,500,48,5-1,90,7
531,Büro Personeli,Ön Lisans,14,835,,500,48,5-1,90,7
560,Büro Personeli,Lisans,12,835,,500,48,5-1,90,7
502,Büro Personeli,Lise,20,1020,,500,48,5-2,90,7
532,Büro Personeli,Ön Lisans,15,865,,500,48,5-2,90,7
561,Büro Personeli,Lisans,13,865,,500,48,5-2,90,7
503,Büro Personeli,Lise,21,1065,,500,48,5-3,90,7
533,Büro Personeli,Ön Lisans,16,895,,500,48,5-3,90,7
562,Büro Personeli,Lisans,14,895,,500,48,5-3,90,7
498,Büro Personeli,Lise,16,895,,500,48,6-1,90,7
528,Büro Personeli,Ön Lisans,11,760,,500,48,6-1,90,7
557,Büro Personeli,Lisans,9,760,,500,48,6-1,90,7
499,Büro Personeli,Lise,17,915,,500,48,6-2,90,7
529,Büro Personeli,Ön Lisans,12,785,,500,48,6-2,90,7
558,Büro Personeli,Lisans,10,785,,500,48,6-2,90,7
500,Büro Personeli,Lise,18,950,,500,48,6-3,90,7
530,Büro Personeli,Ön Lisans,13,810,,500,48,6-3,90,7
559,Büro Personeli,Lisans,11,810,,500,48,6-3,90,7
495,Büro Personeli,Lise,13,810,,500,48,7-1,85,12
525,Büro Personeli,Ön Lisans,8,705,,500,48,7-1,90,7
554,Büro Personeli,Lisans,6,705,,500,48,7-1,85,8
496,Büro Personeli,Lise,14,835,,500,48,7-2,85,12
526,Büro Personeli,Ön Lisans,9,720,,500,48,7-2,90,7
555,Büro Personeli,Lisans,7,720,,500,48,7-2,85,8
497,Büro Personeli,Lise,15,865,,500,48,7-3,85,12
527,Büro Personeli,Ön Lisans,10,740,,500,48,7-3,90,7
556,Büro Personeli,Lisans,8,740,,500,48,7-3,90,7
492,Büro Personeli,Lise,10,740,,500,48,8-1,85,12
522,Büro Personeli,Ön Lisans,5,660,,500,48,8-1,85,10
551,Büro Personeli,Lisans,3,660,,500,48,8-1,85,8
493,Büro Personeli,Lise,11,760,,500,48,8-2,85,12
523,Büro Personeli,Ön Lisans,6,675,,500,48,8-2,85,10
552,Büro Personeli,Lisans,4,675,,500,48,8-2,85,8
494,Büro Personeli,Lise,12,785,,500,48,8-3,85,12
524,Büro Personeli,Ön Lisans,7,690,,500,48,8-3,85,10
553,Büro Personeli,Lisans,5,690,,500,48,8-3,85,8
489,Büro Personeli,Lise,7,690,,500,48,9-1,85,12
519,Büro Personeli,Ön Lisans,2,620,,500,48,9-1,85,10
548,Büro Personeli,Lisans,0,620,,500,48,9-1,85,8
490,Büro Personeli,Lise,8,705,,500,48,9-2,85,12
520,Büro Personeli,Ön Lisans,3,630,,500,48,9-2,85,10
549,Büro Personeli,Lisans,1,630,,500,48,9-2,85,8
491,Büro Personeli,Lise,9,720,,500,48,9-3,85,12
521,Büro Personeli,Ön Lisans,4,645,,500,48,9-3,85,10
550,Büro Personeli,Lisans,2,645,,500,48,9-3,85,8
582,Koruma ve Güvenlik Görevlisi,Lise,0,600,,675,48,12-3,70,12
583,Koruma ve Güvenlik Görevlisi,Lise,1,610,,675,48,11-1,70,12
584,Koruma ve Güvenlik Görevlisi,Lise,2,620,,675,48,11-2,70,12
585,Koruma ve Güvenlik Görevlisi,Lise,3,630,,675,48,11-3,70,12
586,Koruma ve Güvenlik Görevlisi,Lise,4,645,,675,48,10-1,70,12
587,Koruma ve Güvenlik Görevlisi,Lise,5,660,,675,48,10-2,70,12
588,Koruma ve Güvenlik Görevlisi,Lise,6,675,,675,48,10-3,70,12
589,Koruma ve Güvenlik Görevlisi,Lise,7,690,,675,48,9-1,70,12
590,Koruma ve Güvenlik Görevlisi,Lise,8,705,,675,48,9-2,70,12
591,Koruma ve Güvenlik Görevlisi,Lise,9,720,,675,48,9-3,70,12
592,Koruma ve Güvenlik Görevlisi,Lise,10,740,,675,48,8-1,70,12
593,Koruma ve Güvenlik Görevlisi,Lise,11,760,,675,48,8-2,70,12
594,Koruma ve Güvenlik Görevlisi,Lise,12,785,,675,48,8-3,70,12
595,Koruma ve Güvenlik Görevlisi,Lise,13,810,,675,48,7-1,70,12
596,Koruma ve Güvenlik Görevlisi,Lise,14,835,,675,48,7-2,70,12
597,Koruma ve Güvenlik Görevlisi,Lise,15,865,,675,48,7-3,70,12
598,Koruma ve Güvenlik Görevlisi,Lise,16,895,,675,48,6-1,80,7
599,Koruma ve Güvenlik Görevlisi,Lise,17,915,,675,48,6-2,80,7
600,Koruma ve Güvenlik Görevlisi,Lise,18,950,,675,48,6-3,80,7
601,Koruma ve Güvenlik Görevlisi,Lise,19,985,,675,48,5-1,80,7
602,Koruma ve Güvenlik Görevlisi,Lise,20,1020,,675,48,5-2,80,7
603,Koruma ve Güvenlik Görevlisi,Lise,21,1065,,675,48,5-3,80,7
604,Koruma ve Güvenlik Görevlisi,Lise,22,1110,1250,675,49,4-1,80,7
605,Koruma ve Güvenlik Görevlisi,Lise,23,1155,1250,675,49,4-2,80,7
606,Koruma ve Güvenlik Görevlisi,Lise,24,1210,1250,675,49,4-3,80,7
607,Koruma ve Güvenlik Görevlisi,Lise,25,1265,1400,675,49,3-1,90,4
608,Koruma ve Güvenlik Görevlisi,Lise,26,1320,1400,675,49,3-2,90,4
609,Koruma ve Güvenlik Görevlisi,Lise,27,1380,1400,675,49,3-3,90,4
610,Koruma ve Güvenlik Görevlisi,Lise,28,1440,1700,675,49,2-1,90,4
611,Koruma ve Güvenlik Görevlisi,Lise,29,1500,1700,675,49,2-2,90,4
612,Koruma ve Güvenlik Görevlisi,Lise,30,1500,1700,675,49,2-3,90,4
613,Koruma ve Güvenlik Görevlisi,Lise,31,1500,2200,675,49,1-1,90,4
614,Koruma ve Güvenlik Görevlisi,Lise,32,1500,2200,675,49,1-2,90,4
615,Koruma ve Güvenlik Görevlisi,Lise,33,1500,2200,675,49,1-3,90,4
616,Koruma ve Güvenlik Görevlisi,Lise,34,1500,2200,675,49,1-4,90,4
617,Koruma ve Güvenlik Görevlisi,Ön Lisans,0,600,,675,48,10-2,70,10
618,Koruma ve Güvenlik Görevlisi,Ön Lisans,1,610,,675,48,10-3,70,10
619,Koruma ve Güvenlik Görevlisi,Ön Lisans,2,620,,675,48,9-1,70,10
620,Koruma ve Güvenlik Görevlisi,Ön Lisans,3,630,,675,48,9-2,70,10
621,Koruma ve Güvenlik Görevlisi,Ön Lisans,4,645,,675,48,9-3,70,10
622,Koruma ve Güvenlik Görevlisi,Ön Lisans,5,660,,675,48,8-1,70,10
623,Koruma ve Güvenlik Görevlisi,Ön Lisans,6,675,,675,48,8-2,70,10
624,Koruma ve Güvenlik Görevlisi,Ön Lisans,7,690,,675,48,8-3,70,10
625,Koruma ve Güvenlik Görevlisi,Ön Lisans,8,705,,675,48,7-1,80,7
626,Koruma ve Güvenlik Görevlisi,Ön Lisans,9,720,,675,48,7-2,80,7
627,Koruma ve Güvenlik Görevlisi,Ön Lisans,10,740,,675,48,7-3,80,7
628,Koruma ve Güvenlik Görevlisi,Ön Lisans,11,760,,675,48,6-1,80,7
629,Koruma ve Güvenlik Görevlisi,Ön Lisans,12,785,,675,48,6-2,80,7
630,Koruma ve Güvenlik Görevlisi,Ön Lisans,13,810,,675,48,6-3,80,7
631,Koruma ve Güvenlik Görevlisi,Ön Lisans,14,835,,675,48,5-1,80,7
632,Koruma ve Güvenlik Görevlisi,Ön Lisans,15,865,,675,48,5-2,80,7
633,Koruma ve Güvenlik Görevlisi,Ön Lisans,16,895,,675,48,5-3,80,7
634,Koruma ve Güvenlik Görevlisi,Ön Lisans,17,915,1400,675,49,4-1,90,4
635,Koruma ve Güvenlik Görevlisi,Ön Lisans,18,950,1400,675,49,4-2,90,4
636,Koruma ve Güvenlik Görevlisi,Ön Lisans,19,985,1400,675,49,4-3,90,4
637,Koruma ve Güvenlik Görevlisi,Ön Lisans,20,1020,1700,675,49,3-1,90,4
638,Koruma ve Güvenlik Görevlisi,Ön Lisans,21,1065,1700,675,49,3-2,90,4
639,Koruma ve Güvenlik Görevlisi,Ön Lisans,22,1110,1700,675,49,3-3,90,4
640,Koruma ve Güvenlik Görevlisi,Ön Lisans,23,1155,2200,675,49,2-1,90,4
641,Koruma ve Güvenlik Görevlisi,Ön Lisans,24,1210,2200,675,49,2-2,90,4
642,Koruma ve Güvenlik Görevlisi,Ön Lisans,25,1265,2200,675,49,2-3,90,4
643,Koruma ve Güvenlik Görevlisi,Ön Lisans,26,1320,2800,675,49,1-1,90,4
644,Koruma ve Güvenlik Görevlisi,Ön Lisans,27,1380,2800,675,49,1-2,90,4
645,Koruma ve Güvenlik Görevlisi,Ön Lisans,28,1440,2800,675,49,1-3,90,4
646,Koruma ve Güvenlik Görevlisi,Ön Lisans,29,1500,2800,675,49,1-4,90,4
647,Koruma ve Güvenlik Görevlisi,Ön Lisans,30,1500,2800,675,49,1-4,90,4
648,Koruma ve Güvenlik Görevlisi,Lisans,0,620,,675,48,9-1,70,8
649,Koruma ve Güvenlik Görevlisi,Lisans,1,630,,675,48,9-2,70,8
650,Koruma ve Güvenlik Görevlisi,Lisans,2,645,,675,48,9-3,70,8
651,Koruma ve Güvenlik Görevlisi,Lisans,3,660,,675,48,8-1,70,8
652,Koruma ve Güvenlik Görevlisi,Lisans,4,675,,675,48,8-2,70,8
653,Koruma ve Güvenlik Görevlisi,Lisans,5,690,,675,48,8-3,70,8
654,Koruma ve Güvenlik Görevlisi,Lisans,6,705,,675,48,7-1,70,8
655,Koruma ve Güvenlik Görevlisi,Lisans,7,720,,675,48,7-2,70,8
656,Koruma ve Güvenlik Görevlisi,Lisans,8,740,,675,48,7-3,80,7
657,Koruma ve Güvenlik Görevlisi,Lisans,9,760,,675,48,6-1,80,7
658,Koruma ve Güvenlik Görevlisi,Lisans,10,785,,675,48,6-2,80,7
659,Koruma ve Güvenlik Görevlisi,Lisans,11,810,,675,48,6-3,80,7
660,Koruma ve Güvenlik Görevlisi,Lisans,12,835,,675,48,5-1,80,7
661,Koruma ve Güvenlik Görevlisi,Lisans,13,865,,675,48,5-2,80,7
662,Koruma ve Güvenlik Görevlisi,Lisans,14,895,,675,48,5-3,80,7
663,Koruma ve Güvenlik Görevlisi,Lisans,15,915,1400,675,49,4-1,80,7
664,Koruma ve Güvenlik Görevlisi,Lisans,16,950,1400,675,49,4-2,80,7
665,Koruma ve Güvenlik Görevlisi,Lisans,17,985,1400,675,49,4-3,90,4
666,Koruma ve Güvenlik Görevlisi,Lisans,18,1020,1700,675,49,3-1,90,4
667,Koruma ve Güvenlik Görevlisi,Lisans,19,1065,1700,675,49,3-2,90,4
668,Koruma ve Güvenlik Görevlisi,Lisans,20,1110,1700,675,49,3-3,90,4
669,Koruma ve Güvenlik Görevlisi,Lisans,21,1155,2200,675,49,2-1,90,4
670,Koruma ve Güvenlik Görevlisi,Lisans,22,1210,2200,675,49,2-2,90,4
671,Koruma ve Güvenlik Görevlisi,Lisans,23,1265,2200,675,49,2-3,90,4
672,Koruma ve Güvenlik Görevlisi,Lisans,24,1320,2800,675,49,1-1,90,4
673,Koruma ve Güvenlik Görevlisi,Lisans,25,1380,2800,675,49,1-2,90,4
674,Koruma ve Güvenlik Görevlisi,Lisans,26,1440,2800,675,49,1-3,90,4
675,Koruma ve Güvenlik Görevlisi,Lisans,27,1500,2800,675,49,1-4,90,4
676,Koruma ve Güvenlik Görevlisi,Lisans,28,1500,2800,675,49,1-4,90,4
677,Koruma ve Güvenlik Görevlisi,Lisans,29,1500,2800,675,49,1-4,90,4
678,Koruma ve Güvenlik Görevlisi,Lisans,30,1500,2800,675,49,1-4,90,4
679,Koruma ve Güvenlik Görevlisi,Lisans,31,1500,2800,675,49,1-4,90,4
680,Koruma ve Güvenlik Görevlisi,Lisans,32,1500,2800,675,49,1-4,90,4
681,Koruma ve Güvenlik Görevlisi,Lisans,33,1500,2800,675,49,1-4,90,4
682,Destek Personeli,Lise,0,600,,800,44,12-3,70,12
683,Destek Personeli,Lise,1,610,,800,44,11-1,70,12
684,Destek Personeli,Lise,2,620,,800,44,11-2,70,12
685,Destek Personeli,Lise,3,630,,800,44,11-3,70,12
686,Destek Personeli,Lise,4,645,,800,44,10-1,70,12
687,Destek Personeli,Lise,5,660,,800,44,10-2,70,12
688,Destek Personeli,Lise,6,675,,800,44,10-3,70,12
689,Destek Personeli,Lise,7,690,,800,44,9-1,70,12
690,Destek Personeli,Lise,8,705,,800,44,9-2,70,12
691,Destek Personeli,Lise,9,720,,800,44,9-3,70,12
692,Destek Personeli,Lise,10,740,,800,44,8-1,70,12
693,Destek Personeli,Lise,11,760,,800,44,8-2,70,12
694,Destek Personeli,Lise,12,785,,800,44,8-3,70,12
695,Destek Personeli,Lise,13,810,,800,45,7-1,70,12
696,Destek Personeli,Lise,14,835,,800,45,7-2,70,12
697,Destek Personeli,Lise,15,865,,800,45,7-3,70,12
698,Destek Personeli,Lise,16,895,,800,45,6-1,80,7
699,Destek Personeli,Lise,17,915,,800,45,6-2,80,7
700,Destek Personeli,Lise,18,950,,800,45,6-3,80,7
701,Destek Personeli,Lise,19,985,,800,45,5-1,80,7
702,Destek Personeli,Lise,20,1020,,800,45,5-2,80,7
703,Destek Personeli,Lise,21,1065,,800,45,5-3,80,7
704,Destek Personeli,Lise,22,1110,,800,45,4-1,80,7
705,Destek Personeli,Lise,23,1155,,800,45,4-2,80,7
706,Destek Personeli,Lise,24,1210,,800,45,4-3,80,7
707,Destek Personeli,Lise,25,1265,,800,45,3-1,90,4
708,Destek Personeli,Lise,26,1320,,800,45,3-2,90,4
709,Destek Personeli,Lise,27,1380,,800,45,3-3,90,4
710,Destek Personeli,Lise,28,1440,,800,45,2-1,90,4
711,Destek Personeli,Lise,29,1500,,800,45,2-2,90,4
712,Destek Personeli,Lise,30,1500,,800,45,2-3,90,4
713,Destek Personeli,Lise,31,1500,,800,45,1-1,90,4
714,Destek Personeli,Lise,32,1500,,800,45,1-2,90,4
715,Destek Personeli,Lise,33,1500,,800,45,1-3,90,4
716,Destek Personeli,Lise,34,1500,,800,45,1-4,90,4
717,Destek Personeli,Ön Lisans,0,600,,800,44,10-2,70,10
718,Destek Personeli,Ön Lisans,1,610,,800,44,10-3,70,10
719,Destek Personeli,Ön Lisans,2,620,,800,44,9-1,70,10
720,Destek Personeli,Ön Lisans,3,630,,800,44,9-2,70,10
721,Destek Personeli,Ön Lisans,4,645,,800,44,9-3,70,10
722,Destek Personeli,Ön Lisans,5,660,,800,44,8-1,70,10
723,Destek Personeli,Ön Lisans,6,675,,800,44,8-2,70,10
724,Destek Personeli,Ön Lisans,7,690,,800,44,8-3,70,10
725,Destek Personeli,Ön Lisans,8,705,,800,45,7-1,80,7
726,Destek Personeli,Ön Lisans,9,720,,800,45,7-2,80,7
727,Destek Personeli,Ön Lisans,10,740,,800,45,7-3,80,7
728,Destek Personeli,Ön Lisans,11,760,,800,45,6-1,80,7
729,Destek Personeli,Ön Lisans,12,785,,800,45,6-2,80,7
730,Destek Personeli,Ön Lisans,13,810,,800,45,6-3,80,7
731,Destek Personeli,Ön Lisans,14,835,,800,45,5-1,80,7
732,Destek Personeli,Ön Lisans,15,865,,800,45,5-2,80,7
733,Destek Personeli,Ön Lisans,16,895,,800,45,5-3,80,7
734,Destek Personeli,Ön Lisans,17,915,,800,45,4-1,90,4
735,Destek Personeli,Ön Lisans,18,950,,800,45,4-2,90,4
736,Destek Personeli,Ön Lisans,19,985,,800,45,4-3,90,4
737,Destek Personeli,Ön Lisans,20,1020,,800,45,3-1,90,4
738,Destek Personeli,Ön Lisans,21,1065,,800,45,3-2,90,4
739,Destek Personeli,Ön Lisans,22,1110,,800,45,3-3,90,4
740,Destek Personeli,Ön Lisans,23,1155,,800,45,2-1,90,4
741,Destek Personeli,Ön Lisans,24,1210,,800,45,2-2,90,4
742,Destek Personeli,Ön Lisans,25,1265,,800,45,2-3,90,4
743,Destek Personeli,Ön Lisans,26,1320,,800,45,1-1,90,4
744,Destek Personeli,Ön Lisans,27,1380,,800,45,1-2,90,4
745,Destek Personeli,Ön Lisans,28,1440,,800,45,1-3,90,4
746,Destek Personeli,Ön Lisans,29,1500,,800,45,1-4,90,4
747,Destek Personeli,Ön Lisans,30,1500,,800,45,1-4,90,4
748,Destek Personeli,Lisans,0,620,,800,44,9-1,70,8
749,Destek Personeli,Lisans,1,630,,800,44,9-2,70,8
750,Destek Personeli,Lisans,2,645,,800,44,9-3,70,8
751,Destek Personeli,Lisans,3,660,,800,44,8-1,70,8
752,Destek Personeli,Lisans,4,675,,800,44,8-2,70,8
753,Destek Personeli,Lisans,5,690,,800,44,8-3,70,8
754,Destek Personeli,Lisans,6,705,,800,45,7-1,70,8
755,Destek Personeli,Lisans,7,720,,800,45,7-2,70,8
756,Destek Personeli,Lisans,8,740,,800,45,7-3,80,7
757,Destek Personeli,Lisans,9,760,,800,45,6-1,80,7
758,Destek Personeli,Lisans,10,785,,800,45,6-2,80,7
759,Destek Personeli,Lisans,11,810,,800,45,6-3,80,7
760,Destek Personeli,Lisans,12,835,,800,45,5-1,80,7
761,Destek Personeli,Lisans,13,865,,800,45,5-2,80,7
762,Destek Personeli,Lisans,14,895,,800,45,5-3,80,7
763,Destek Personeli,Lisans,15,915,,800,45,4-1,80,7
764,Destek Personeli,Lisans,16,950,,800,45,4-2,80,7
765,Destek Personeli,Lisans,17,985,,800,45,4-3,90,4
766,Destek Personeli,Lisans,18,1020,,800,45,3-1,90,4
767,Destek Personeli,Lisans,19,1065,,800,45,3-2,90,4
768,Destek Personeli,Lisans,20,1110,,800,45,3-3,90,4
769,Destek Personeli,Lisans,21,1155,,800,45,2-1,90,4
770,Destek Personeli,Lisans,22,1210,,800,45,2-2,90,4
771,Destek Personeli,Lisans,23,1265,,800,45,2-3,90,4
772,Destek Personeli,Lisans,24,1320,,800,45,1-1,90,4
773,Destek Personeli,Lisans,25,1380,,800,45,1-2,90,4
774,Destek Personeli,Lisans,26,1440,,800,45,1-3,90,4
775,Destek Personeli,Lisans,27,1500,,800,45,1-4,90,4
776,Destek Personeli,Lisans,28,1500,,800,45,1-4,90,4
777,Destek Personeli,Lisans,29,1500,,800,45,1-4,90,4
778,Destek Personeli,Lisans,30,1500,,800,45,1-4,90,4
779,Destek Personeli,Lisans,31,1500,,800,45,1-4,90,4
780,Destek Personeli,Lisans,32,1500,,800,45,1-4,90,4
781,Destek Personeli,Lisans,33,1500,,800,45,1-4,90,4
782,Sağlık Teknikeri,Lisans,0,660,1400,1700,94,8-1,90,8
783,Sağlık Teknikeri,Lisans,1,675,1400,1700,94,8-2,90,8
784,Sağlık Teknikeri,Lisans,2,690,1400,1700,94,8-3,90,8
785,Sağlık Teknikeri,Lisans,3,705,1500,1700,94,7-1,90,8
786,Sağlık Teknikeri,Lisans,4,720,1500,1700,94,7-2,90,8
787,Sağlık Teknikeri,Lisans,5,740,1500,1700,94,7-3,90,8
788,Sağlık Teknikeri,Lisans,6,760,1700,1700,94,6-1,95,7
789,Sağlık Teknikeri,Lisans,7,785,1700,1700,94,6-2,95,7
790,Sağlık Teknikeri,Lisans,8,810,1700,1700,94,6-3,95,7
791,Sağlık Teknikeri,Lisans,9,835,1800,1700,94,5-1,95,7
792,Sağlık Teknikeri,Lisans,10,865,1800,1700,94,5-2,95,7
793,Sağlık Teknikeri,Lisans,11,895,1800,1700,94,5-3,95,7
794,Sağlık Teknikeri,Lisans,12,915,2100,1700,97,4-1,95,7
795,Sağlık Teknikeri,Lisans,13,950,2100,1700,97,4-2,95,7
796,Sağlık Teknikeri,Lisans,14,985,2100,1700,97,4-3,95,7
797,Sağlık Teknikeri,Lisans,15,1020,2200,1700,97,3-1,105,4
798,Sağlık Teknikeri,Lisans,16,1065,2200,1700,97,3-2,105,4
799,Sağlık Teknikeri,Lisans,17,1110,2200,1700,97,3-3,105,4
800,Sağlık Teknikeri,Lisans,18,1155,3000,1700,97,2-1,105,4
801,Sağlık Teknikeri,Lisans,19,1210,3000,1700,97,2-2,105,4
802,Sağlık Teknikeri,Lisans,20,1265,3000,1700,97,2-3,105,4
803,Sağlık Teknikeri,Lisans,21,1320,3600,1700,97,1-1,115,2
804,Sağlık Teknikeri,Lisans,22,1380,3600,1700,97,1-2,115,2
805,Sağlık Teknikeri,Lisans,23,1440,3600,1700,97,1-3,115,2
806,Sağlık Teknikeri,Lisans,24,1500,3600,1700,97,1-4,115,2
807,Sağlık Teknikeri,Lisans,25,1500,3600,1700,97,1-4,115,2
808,Sağlık Teknikeri,Lisans,26,1500,3600,1700,97,1-4,115,2
809,Sağlık Teknikeri,Lisans,27,1500,3600,1700,97,1-4,115,2
810,Sağlık Teknikeri,Lisans,28,1500,3600,1700,97,1-4,115,2
811,Sağlık Teknikeri,Lisans,29,1500,3600,1700,97,1-4,115,2
812,Sağlık Teknikeri,Lisans,30,1500,3600,1700,97,1-4,115,2
813,Sağlık Teknikeri,Ön Lisans,0,600,,1700,88,10-2,90,10
814,Sağlık Teknikeri,Ön Lisans,1,610,,1700,88,10-3,90,10
815,Sağlık Teknikeri,Ön Lisans,2,620,,1700,88,9-1,90,10
816,Sağlık Teknikeri,Ön Lisans,3,630,,1700,88,9-2,90,10
817,Sağlık Teknikeri,Ön Lisans,4,645,,1700,88,9-3,90,10
818,Sağlık Teknikeri,Ön Lisans,5,660,1400,1700,88,8-1,90,10
819,Sağlık Teknikeri,Ön Lisans,6,675,1400,1700,88,8-2,90,10
820,Sağlık Teknikeri,Ön Lisans,7,690,1400,1700,88,8-3,90,10
821,Sağlık Teknikeri,Ön Lisans,8,705,1500,1700,88,7-1,95,7
822,Sağlık Teknikeri,Ön Lisans,9,720,1500,1700,88,7-2,95,7
823,Sağlık Teknikeri,Ön Lisans,10,740,1500,1700,88,7-3,95,7
824,Sağlık Teknikeri,Ön Lisans,11,760,1700,1700,88,6-1,95,7
825,Sağlık Teknikeri,Ön Lisans,12,785,1700,1700,88,6-2,95,7
826,Sağlık Teknikeri,Ön Lisans,13,810,1700,1700,88,6-3,95,7
827,Sağlık Teknikeri,Ön Lisans,14,835,1800,1700,88,5-1,95,7
828,Sağlık Teknikeri,Ön Lisans,15,865,1800,1700,88,5-2,95,7
829,Sağlık Teknikeri,Ön Lisans,16,895,1800,1700,88,5-3,95,7
830,Sağlık Teknikeri,Ön Lisans,17,915,2100,1700,90,4-1,105,4
831,Sağlık Teknikeri,Ön Lisans,18,950,2100,1700,90,4-2,105,4
832,Sağlık Teknikeri,Ön Lisans,19,985,2100,1700,90,4-3,105,4
833,Sağlık Teknikeri,Ön Lisans,20,1020,2200,1700,90,3-1,105,4
834,Sağlık Teknikeri,Ön Lisans,21,1065,2200,1700,90,3-2,105,4
835,Sağlık Teknikeri,Ön Lisans,22,1110,2200,1700,90,3-3,105,4
836,Sağlık Teknikeri,Ön Lisans,23,1155,3000,1700,90,2-1,115,2
837,Sağlık Teknikeri,Ön Lisans,24,1210,3000,1700,90,2-2,115,2
838,Sağlık Teknikeri,Ön Lisans,25,1265,3000,1700,90,2-3,115,2
839,Sağlık Teknikeri,Ön Lisans,26,1320,3600,1700,90,1-1,115,2
840,Sağlık Teknikeri,Ön Lisans,27,1380,3600,1700,90,1-2,115,2
841,Sağlık Teknikeri,Ön Lisans,28,1440,3600,1700,90,1-3,115,2
842,Sağlık Teknikeri,Ön Lisans,29,1500,3600,1700,90,1-4,115,2
843,Sağlık Teknikeri,Ön Lisans,30,1500,3600,1700,90,1-4,115,2
844,Sağlık Teknikeri,Lise,0,600,,1250,70,12-3,90,12
845,Sağlık Teknikeri,Lise,1,610,,1250,70,11-1,90,12
846,Sağlık Teknikeri,Lise,2,620,,1250,70,11-2,90,12
847,Sağlık Teknikeri,Lise,3,630,,1250,70,11-3,90,12
848,Sağlık Teknikeri,Lise,4,645,,1250,70,10-1,90,12
