Id,Unvan,Ogrenim,HizmetYýlý,GostergePuan,EkGostergePuan,YanOdemePuan,OzelHizmetPuan,Derece,DengeOran,DengeDerece
763,Destek Personeli,Lisans,15,915,,800,45,4-1,80,7
764,Destek Personeli,Lisans,16,950,,800,45,4-2,80,7
765,Destek Personeli,Lisans,17,985,,800,45,4-3,90,4
766,Destek Personeli,Lisans,18,1020,,800,45,3-1,90,4
767,Destek Personeli,Lisans,19,1065,,800,45,3-2,90,4
768,Destek Personeli,Lisans,20,1110,,800,45,3-3,90,4
769,Destek Personeli,Lisans,21,1155,,800,45,2-1,90,4
770,Destek Personeli,Lisans,22,1210,,800,45,2-2,90,4
771,Destek Personeli,Lisans,23,1265,,800,45,2-3,90,4
772,Destek Personeli,Lisans,24,1320,,800,45,1-1,90,4
773,Destek Personeli,Lisans,25,1380,,800,45,1-2,90,4
774,Destek Personeli,Lisans,26,1440,,800,45,1-3,90,4
775,Destek Personeli,Lisans,27,1500,,800,45,1-4,90,4
776,Destek Personeli,Lisans,28,1500,,800,45,1-4,90,4
777,Destek Personeli,Lisans,29,1500,,800,45,1-4,90,4
778,Destek Personeli,Lisans,30,1500,,800,45,1-4,90,4
779,Destek Personeli,Lisans,31,1500,,800,45,1-4,90,4
780,Destek Personeli,Lisans,32,1500,,800,45,1-4,90,4
781,Destek Personeli,Lisans,33,1500,,800,45,1-4,90,4
782,Saðlýk Teknikeri,Lisans,0,660,1400,1700,94,8-1,90,8
783,Saðlýk Teknikeri,Lisans,1,675,1400,1700,94,8-2,90,8
784,Saðlýk Teknikeri,Lisans,2,690,1400,1700,94,8-3,90,8
785,Saðlýk Teknikeri,Lisans,3,705,1500,1700,94,7-1,90,8
786,Saðlýk Teknikeri,Lisans,4,720,1500,1700,94,7-2,90,8
787,Saðlýk Teknikeri,Lisans,5,740,1500,1700,94,7-3,90,8
788,Saðlýk Teknikeri,Lisans,6,760,1700,1700,94,6-1,95,7
789,Saðlýk Teknikeri,Lisans,7,785,1700,1700,94,6-2,95,7
790,Saðlýk Teknikeri,Lisans,8,810,1700,1700,94,6-3,95,7
791,Saðlýk Teknikeri,Lisans,9,835,1800,1700,94,5-1,95,7
792,Saðlýk Teknikeri,Lisans,10,865,1800,1700,94,5-2,95,7
793,Saðlýk Teknikeri,Lisans,11,895,1800,1700,94,5-3,95,7
794,Saðlýk Teknikeri,Lisans,12,915,2100,1700,97,4-1,95,7
795,Saðlýk Teknikeri,Lisans,13,950,2100,1700,97,4-2,95,7
796,Saðlýk Teknikeri,Lisans,14,985,2100,1700,97,4-3,95,7
797,Saðlýk Teknikeri,Lisans,15,1020,2200,1700,97,3-1,105,4
798,Saðlýk Teknikeri,Lisans,16,1065,2200,1700,97,3-2,105,4
799,Saðlýk Teknikeri,Lisans,17,1110,2200,1700,97,3-3,105,4
800,Saðlýk Teknikeri,Lisans,18,1155,3000,1700,97,2-1,105,4
801,Saðlýk Teknikeri,Lisans,19,1210,3000,1700,97,2-2,105,4
802,Saðlýk Teknikeri,Lisans,20,1265,3000,1700,97,2-3,105,4
803,Saðlýk Teknikeri,Lisans,21,1320,3600,1700,97,1-1,115,2
804,Saðlýk Teknikeri,Lisans,22,1380,3600,1700,97,1-2,115,2
805,Saðlýk Teknikeri,Lisans,23,1440,3600,1700,97,1-3,115,2
806,Saðlýk Teknikeri,Lisans,24,1500,3600,1700,97,1-4,115,2
807,Saðlýk Teknikeri,Lisans,25,1500,3600,1700,97,1-4,115,2
808,Saðlýk Teknikeri,Lisans,26,1500,3600,1700,97,1-4,115,2
809,Saðlýk Teknikeri,Lisans,27,1500,3600,1700,97,1-4,115,2
810,Saðlýk Teknikeri,Lisans,28,1500,3600,1700,97,1-4,115,2
811,Saðlýk Teknikeri,Lisans,29,1500,3600,1700,97,1-4,115,2
812,Saðlýk Teknikeri,Lisans,30,1500,3600,1700,97,1-4,115,2
813,Saðlýk Teknikeri,Ön Lisans,0,600,,1700,88,10-2,90,10
814,Saðlýk Teknikeri,Ön Lisans,1,610,,1700,88,10-3,90,10
815,Saðlýk Teknikeri,Ön Lisans,2,620,,1700,88,9-1,90,10
816,Saðlýk Teknikeri,Ön Lisans,3,630,,1700,88,9-2,90,10
817,Saðlýk Teknikeri,Ön Lisans,4,645,,1700,88,9-3,90,10
818,Saðlýk Teknikeri,Ön Lisans,5,660,1400,1700,88,8-1,90,10
819,Saðlýk Teknikeri,Ön Lisans,6,675,1400,1700,88,8-2,90,10
820,Saðlýk Teknikeri,Ön Lisans,7,690,1400,1700,88,8-3,90,10
821,Saðlýk Teknikeri,Ön Lisans,8,705,1500,1700,88,7-1,95,7
822,Saðlýk Teknikeri,Ön Lisans,9,720,1500,1700,88,7-2,95,7
823,Saðlýk Teknikeri,Ön Lisans,10,740,1500,1700,88,7-3,95,7
824,Saðlýk Teknikeri,Ön Lisans,11,760,1700,1700,88,6-1,95,7
825,Saðlýk Teknikeri,Ön Lisans,12,785,1700,1700,88,6-2,95,7
826,Saðlýk Teknikeri,Ön Lisans,13,810,1700,1700,88,6-3,95,7
827,Saðlýk Teknikeri,Ön Lisans,14,835,1800,1700,88,5-1,95,7
828,Saðlýk Teknikeri,Ön Lisans,15,865,1800,1700,88,5-2,95,7
829,Saðlýk Teknikeri,Ön Lisans,16,895,1800,1700,88,5-3,95,7
830,Saðlýk Teknikeri,Ön Lisans,17,915,2100,1700,90,4-1,105,4
831,Saðlýk Teknikeri,Ön Lisans,18,950,2100,1700,90,4-2,105,4
832,Saðlýk Teknikeri,Ön Lisans,19,985,2100,1700,90,4-3,105,4
833,Saðlýk Teknikeri,Ön Lisans,20,1020,2200,1700,90,3-1,105,4
834,Saðlýk Teknikeri,Ön Lisans,21,1065,2200,1700,90,3-2,105,4
835,Saðlýk Teknikeri,Ön Lisans,22,1110,2200,1700,90,3-3,105,4
836,Saðlýk Teknikeri,Ön Lisans,23,1155,3000,1700,90,2-1,115,2
837,Saðlýk Teknikeri,Ön Lisans,24,1210,3000,1700,90,2-2,115,2
838,Saðlýk Teknikeri,Ön Lisans,25,1265,3000,1700,90,2-3,115,2
839,Saðlýk Teknikeri,Ön Lisans,26,1320,3600,1700,90,1-1,115,2
840,Saðlýk Teknikeri,Ön Lisans,27,1380,3600,1700,90,1-2,115,2
841,Saðlýk Teknikeri,Ön Lisans,28,1440,3600,1700,90,1-3,115,2
842,Saðlýk Teknikeri,Ön Lisans,29,1500,3600,1700,90,1-4,115,2
843,Saðlýk Teknikeri,Ön Lisans,30,1500,3600,1700,90,1-4,115,2
844,Saðlýk Teknikeri,Lise,0,600,,1250,70,12-3,90,12
845,Saðlýk Teknikeri,Lise,1,610,,1250,70,11-1,90,12
846,Saðlýk Teknikeri,Lise,2,620,,1250,70,11-2,90,12
847,Saðlýk Teknikeri,Lise,3,630,,1250,70,11-3,90,12
848,Saðlýk Teknikeri,Lise,4,645,,1250,70,10-1,90,12
849,Saðlýk Teknikeri,Lise,5,660,,1250,70,10-2,90,12
850,Saðlýk Teknikeri,Lise,6,675,,1250,70,10-3,90,12
851,Saðlýk Teknikeri,Lise,7,690,,1250,70,9-1,90,12
852,Saðlýk Teknikeri,Lise,8,705,,1250,70,9-2,90,12
853,Saðlýk Teknikeri,Lise,9,720,,1250,70,9-3,90,12
854,Saðlýk Teknikeri,Lise,10,740,,1250,70,8-1,90,12
855,Saðlýk Teknikeri,Lise,11,760,,1250,70,8-2,90,12
856,Saðlýk Teknikeri,Lise,12,785,,1250,70,8-3,90,12
857,Saðlýk Teknikeri,Lise,13,810,,1250,70,7-1,90,12
858,Saðlýk Teknikeri,Lise,14,835,,1250,70,7-2,90,12
859,Saðlýk Teknikeri,Lise,15,865,,1250,70,7-3,90,12
860,Saðlýk Teknikeri,Lise,16,895,,1250,70,6-1,95,7
861,Saðlýk Teknikeri,Lise,17,915,,1250,70,6-2,95,7
862,Saðlýk Teknikeri,Lise,18,950,,1250,70,6-3,95,7
863,Saðlýk Teknikeri,Lise,19,985,,1250,70,5-1,95,7
864,Saðlýk Teknikeri,Lise,20,1020,,1250,70,5-2,95,7
865,Saðlýk Teknikeri,Lise,21,1065,,1250,70,5-3,95,7
866,Saðlýk Teknikeri,Lise,22,1110,1250,1250,72,4-1,95,7
867,Saðlýk Teknikeri,Lise,23,1155,1250,1250,72,4-2,95,7
868,Saðlýk Teknikeri,Lise,24,1210,1250,1250,72,4-3,95,7
869,Saðlýk Teknikeri,Lise,25,1265,1400,1250,72,3-1,105,4
870,Saðlýk Teknikeri,Lise,26,1320,1400,1250,72,3-2,105,4
871,Saðlýk Teknikeri,Lise,27,1380,1400,1250,72,3-3,105,4
872,Saðlýk Teknikeri,Lise,28,1440,1700,1250,72,2-1,105,4
873,Saðlýk Teknikeri,Lise,29,1500,1700,1250,72,2-2,105,4
874,Saðlýk Teknikeri,Lise,30,1500,1700,1250,72,2-3,105,4
875,Saðlýk Teknikeri,Lise,31,1500,2200,1250,72,1-1,105,4
876,Saðlýk Teknikeri,Lise,32,1500,2200,1250,72,1-2,105,4
877,Saðlýk Teknikeri,Lise,33,1500,2200,1250,72,1-3,105,4
878,Saðlýk Teknikeri,Lise,34,1500,2200,1250,72,1-4,105,4
879,Mühendis,Lisans,0,660,1450,2200,152,8-1,130,8
880,Mühendis,Lisans,1,660,1450,2200,152,8-2,130,8
881,Mühendis,Lisans,2,660,1450,2200,152,8-3,130,8
813,Tekniker,Ön Lisans,0,600,,1625,93,10-2,85,10
814,Tekniker,Ön Lisans,1,610,,1625,93,10-3,85,10
815,Tekniker,Ön Lisans,2,620,,1625,93,9-1,85,10
816,Tekniker,Ön Lisans,3,630,,1625,93,9-2,85,10
